trajectory_index,phase,sim_time_s,joint_rmse_rad,joint_max_abs_rad,ee_position_error_m
216,Place,4.939999999999678,0.02257024751338301,0.035411478546236,0.007120918076339992
217,Place,4.959999999999676,0.02279731998206643,0.03577751517010119,0.007228254298481783
218,Place,4.979999999999674,0.02298179249419652,0.03606826934373125,0.0073175344099338634
219,Place,4.999999999999671,0.023130823347003865,0.03629900029142169,0.007392033274435851
220,Place,5.019999999999669,0.0232509421680672,0.036479926366010884,0.007453968000945048
221,Place,5.039999999999667,0.023347225617633673,0.03662035765657479,0.007505487126531229
222,Place,5.059999999999665,0.023423975006192702,0.03672803096294064,0.007548490711573516
223,Place,5.079999999999663,0.023484746701501902,0.03680908453330339,0.007584491893187808
224,Place,5.09999999999966,0.023532361361254826,0.03686863119880868,0.007614753222439123
225,Place,5.119999999999658,0.023569356460305075,0.03691063648445747,0.007640318388463616
226,Place,5.139999999999656,0.023597668086499966,0.03693827843962533,0.007661952383304258
227,Place,5.159999999999654,0.02361894357215522,0.03695437859819073,0.007680399594455162
228,Place,5.1799999999996515,0.02363444784686113,0.03696130227703465,0.007696254986972328
229,Place,5.199999999999649,0.02364534024723456,0.03696058445355732,0.007709883974228108
230,Place,5.219999999999647,0.023652394173858556,0.03695401450265823,0.00772175120810669
231,Place,5.239999999999645,0.02365644368059276,0.03694265988380985,0.007732139478760284
232,Place,5.259999999999643,0.02365806535739045,0.03692741216241746,0.007741230750460104
233,Place,5.2799999999996405,0.023657776288003016,0.036908894905241796,0.007749143175812078
234,Place,5.299999999999638,0.023655961446895586,0.03689538979982959,0.007757021207823362
235,Place,5.319999999999636,0.023664555555408473,0.03706528700283024,0.007818683838496134
236,Place,5.339999999999634,0.023676093543822597,0.03728887722439017,0.007912454647400834
237,Place,5.359999999999632,0.02368429522643273,0.037471089013975056,0.007997880482982856
238,Place,5.3799999999996295,0.023689135736914925,0.03761434966836552,0.008072515257653665
239,Place,5.399999999999627,0.023691145233652507,0.03772788935344673,0.008138272204121
240,Place,5.419999999999625,0.023690854225921133,0.037818847499392516,0.008196991589984208
241,Place,5.439999999999623,0.023688706753997105,0.037891968213176086,0.00824990303874731
242,Place,5.459999999999621,0.02368508389716011,0.03795057284519082,0.008297833560200316
243,Place,5.4799999999996185,0.023680316141895287,0.0379971964193252,0.008341403033812343
244,Place,5.499999999999616,0.023674743375816452,0.03803390296580561,0.00838109642956182
245,Place,5.519999999999614,0.023668592710609282,0.03806244229037897,0.008417375814192093
246,Place,5.539999999999612,0.02366202949542337,0.03808431582484484,0.008450677199006504
247,Place,5.55999999999961,0.023655179085280118,0.03810081816950367,0.008481409574504715
248,Place,5.5799999999996075,0.023648136438011703,0.03811307125039565,0.008509953739668858
249,Place,5.799999999999583,0.0029187550417661703,0.004746598472090913,0.0018050706063725335
